"name";"table_name";"049_helptext__de_new";"049_helptext__en_new"
"auto_assign_active";"data_extranet_group";"**Autozuweisung aktiv**

Dieses Feld legt fest, ob eine Kundengruppe automatisch zugewiesen wird. Außerdem kann, abhängig von den Einstellungen, die automatische Zuweisung auch wieder aufgehoben werden.";"**Auto-assignment active**

This field determines whether a customer group is assigned automatically. Additionally, depending on the settings, the automatic assignment can also be revoked."
"processed";"shop_order_basket";"**Bearbeitet**

Zeigt an, ob der Warenkorb bereits statistisch erfasst und zusätzlich per E-Mail versendet wurde.";"Indicates whether the shopping cart has already been statistically recorded and additionally sent by email."
"capture_now";"amazon_payment_id_mapping";"**Bei einer Autorisierung gibt dieses Feld an, ob es sich um eine kombinierte Autorisierung und Abrechnung handelt.**

Handelt es sich um eine Abrechnung, zeigt das Feld an, ob diese durch eine vorherige kombinierte Autorisierung und Abrechnung erstellt wurde.";"In the case of an authorization, this field indicates whether it is a combined authorization and settlement.

If it is a settlement, the field shows whether it was created by a previous combined authorization and settlement."
"test_identifier";"pkg_external_tracker";"**Benutzer/Site-Code im DEMO-MODUS**

Der vom Anbieter vergebene Code wird verwendet, wenn der Tracker im Demo-Modus aktiv ist  beispielsweise auf Staging- oder Entwicklungssystemen.

Um den Demo-Modus zu aktivieren, setzen Sie die Einstellung:

```twig
chameleon_system_external_tracker.demo_mode
```

auf `true`.";"**User/Site Code in DEMO MODE**

The code provided by the vendor is used when the tracker is active in demo modefor example, on staging or development systems.

To activate demo mode, set the configuration:

```twig
chameleon_system_external_tracker.demo_mode
```

to `true`."
"description";"cms_interface_manager";"**Beschreibung**

Hier finden Sie eine ausführliche Beschreibung des Managers. Alle verfügbaren Parameter sollten aufgeführt und verständlich erklärt werden, damit eine umfassende Nutzung und Konfiguration möglich ist.

Verwenden Sie für die Auflistung der Parameter beispielsweise folgendes Format:

- Parametername: Erklärung, Anwendungsbeispiel und mögliche Werte
- Beispiel:
  - api_key: Schlüssel zur Authentifizierung des Zugriffs. Beispielwert: {api_key}
  - mode: Gibt den Betriebsmodus an. Mögliche Werte: ""test"", ""live""

Nutzen Sie bei technischen Angaben, Variablen oder Platzhaltern entsprechend die Markierung mit Syntax-Hervorhebung, zum Beispiel:

```sql
SELECT * FROM cms_interface_manager WHERE id = {id}
```

Vergessen Sie nicht, auch optionale und erweiterte Einstellungsmöglichkeiten zu dokumentieren, um die Konfigurationsmöglichkeiten vollständig darzustellen.";"**Description**

Here you will find a detailed description of the manager. All available parameters should be listed and explained in an understandable way to enable comprehensive use and configuration.

For listing the parameters, use the following format as an example:

- Parameter name: Explanation, usage example, and possible values
- Example:
  - api_key: Key for authentication of access. Example value: {api_key}
  - mode: Indicates the operating mode. Possible values: ""test"", ""live""

For technical information, variables, or placeholders, use syntax highlighting as appropriate, for example:

```sql
SELECT * FROM cms_interface_manager WHERE id = {id}
```

Do not forget to also document optional and advanced configuration options to fully outline the configuration possibilities."
"description";"shop_discount";"**Beschreibung:**  
Geben Sie eine verständliche und ansprechende Beschreibung ein. Diese wird den Kunden auf der Produktdetailseite angezeigt und sollte die wichtigsten Informationen übersichtlich darstellen. Achten Sie darauf, die Vorzüge des Angebots klar hervorzuheben.";"**Description:**  
Enter a clear and appealing description. This will be displayed to customers on the product detail page and should present the most important information in a concise manner. Make sure to clearly highlight the advantages of the offer."
"system_order_save_completed";"shop_order";"**Bestellung wurde komplett gespeichert**

Der Wert dieses Feldes wird gesetzt, sobald sämtliche Daten der Bestellung erfolgreich und vollständig in der Datenbank gespeichert wurden.

Dies dient der Überprüfung, ob der gesamte Bestellvorgang technisch abgeschlossen ist.";"**Order has been completely saved**

The value of this field is set once all order data has been successfully and fully stored in the database.

This serves to verify whether the entire order process has been technically completed."
"rating";"shop_article_review";"**Bewertung des Produktes:**

Der Wert kann zwischen 0 und 5 liegen.";"**Product Rating:**

The value can range from 0 to 5."
"img_width";"cms_font_image";"**Bildbreite**

Gibt die Breite des Bildes in Pixeln an.

Wird der Wert auf -1 gesetzt, wird die Breite dynamisch bestimmt  abhängig von der Schriftgröße und/oder dem Hintergrundbild.";"**Image Width**

Specifies the width of the image in pixels.

If the value is set to -1, the width is determined dynamicallydepending on the font size and/or the background image."
"img_height";"cms_font_image";"**Bildhöhe**

Die Höhe des Bildes wird in Pixeln angegeben.

Wird der Wert -1 eingegeben, passt sich die Höhe automatisch an die Schriftgröße und/oder das Hintergrundbild an.";"**Image Height**

The height of the image is specified in pixels.

If the value -1 is entered, the height will automatically adjust to the font size and/or the background image."
"width";"shop_article_image_size";"**Breite**

Gibt die maximale Breite der Bilder dieses Typs an.";"**Width**

Specifies the maximum width of images of this type."
"cms_portal_mlt";"cms_master_pagedef";"**CMS Modulerweiterung**

Hier können Sie auswählen, welche CMS-Module durch eigene Versionen ersetzt werden sollen.

Eigene CMS-Module müssen zuvor im Verzeichnis  ./extensions/modules  angelegt werden.";"**CMS Module Extension**

Here you can select which CMS modules should be replaced by your own versions.

Custom CMS modules must first be created in the ./extensions/modules directory."
"date_format";"cms_locals";"**Datumsformat**

Verwenden Sie die folgenden Platzhalter, um das gewünschte Format für das Datum festzulegen:

- y für das Jahr
- m für den Monat
- d für den Tag

Beispiel: Mit dem Format y-m-d wird das Datum als Jahr-Monat-Tag angezeigt, zum Beispiel 2024-06-01.";"**Date format**

Use the following placeholders to specify the desired date format:

- y for the year
- m for the month
- d for the day

Example: With the format y-m-d, the date will be displayed as year-month-day, for example 2024-06-01."
"cms_master_pagedef_spot";"pkg_cms_theme_block";"**Definition von Template-Spots, wie sie in den Seitenlayouts verwendet werden.**

Template-Spots sind Bereiche innerhalb eines Seitenlayouts, die als Platzhalter für individuelle Inhalte oder Module dienen. Sie ermöglichen eine flexible Gestaltung der Webseite, indem Inhalte an festgelegten Positionen dynamisch eingefügt werden können. Dadurch kann das Layout einfach angepasst und auf spezifische Anforderungen zugeschnitten werden.";"**Definition of template spots as used in page layouts.**

Template spots are areas within a page layout that serve as placeholders for individual content or modules. They enable flexible website design by allowing content to be dynamically inserted at designated positions. As a result, the layout can be easily adjusted and tailored to specific requirements."
"css_class";"pkg_shop_primary_navi";"**Eigene CSS-Klasse**

Hier kann eine individuelle CSS-Klasse eingetragen werden, die auf den jeweiligen Navigationspunkt angewendet wird.

Beispielsweise kann ""onSale"" verwendet werden, um spezielle Angebote optisch hervorzuheben.

Auch weitere eigene Klassennamen sind möglich, um die Darstellung gezielt zu gestalten.";"**Custom CSS Class**

You can enter a custom CSS class here, which will be applied to the respective navigation item.

For example, ""onSale"" can be used to visually highlight special offers.

You can also use additional custom class names to specifically design the appearance."
"name";"cms_config_parameter";"**Eine kurze Beschreibung oder ein erklärender Name für den Parameter.**  
Der angegebene Wert sollte eindeutig sein und präzise darstellen, wofür der jeweilige Parameter verwendet wird. So ist eine schnelle Identifikation und Zuordnung innerhalb des Systems möglich.";"A brief description or explanatory name for the parameter.  
The specified value should be unique and clearly represent what the respective parameter is used for. This enables quick identification and assignment within the system."
"shopreviewmail_percent_of_customers";"shop";"**Empfängerkunden (Prozent):**  
Legt fest, welcher Prozentsatz aller Kunden eine Einladung zur Abgabe einer Bewertung erhält.";"**Recipient customers (percent):**  
Specifies the percentage of all customers who receive an invitation to submit a review."
"filetypes";"cms_media";"**Erlaubte Dateitypen**

Geben Sie eine durch Kommas getrennte Liste der erlaubten Dateiformate an, zum Beispiel jpg, gif, png, flv, swf.

Diese Einstellung bezieht sich ausschließlich auf Template-Bilder.";"**Allowed file types**

Enter a comma-separated list of the permitted file formats, for example jpg, gif, png, flv, swf.

This setting applies exclusively to template images."
"views";"cms_master_pagedef_spot_access";"**Erlaubte Views:**  
Geben Sie in diesem Feld die erlaubten Views an, jeweils einen View pro Zeile. Die Endung .view.php sollten Sie dabei weglassen. Wenn das Feld leer bleibt, wird automatisch ""standard"" verwendet.

**Beispiel:**
```
standard
vBox
```";"**Allowed Views:**  
Enter the allowed views in this field, one view per line. You should omit the .view.php extension. If the field is left empty, ""standard"" will be used automatically.

**Example:**
```
standard
vBox
```"
"restrict_to_groups";"cms_field_conf";"**Feldzugriff einschränken**

Wenn diese Option aktiviert ist, wird das jeweilige Feld für Nutzer, die nicht zu den freigegebenen Benutzergruppen gehören, nur im Lesemodus (read-only) angezeigt.

Dies gilt allerdings nur, wenn der Anzeigemodus auf {""none""} gesetzt wurde. In allen anderen Fällen wird der hier hinterlegte Wert zur Steuerung des Feldzugriffs verwendet.";"**Restrict field access**

When this option is enabled, the respective field will be displayed in read-only mode for users who do not belong to the assigned user groups.

However, this only applies if the display mode is set to {""none""}. In all other cases, the value specified here is used to control field access."
"is_workflow";"cms_tbl_conf";"**Freigabe Workflow aktivieren**  
Das Aktivieren des Freigabe-Workflows ist beim erstmaligen Anlegen einer Tabelle noch nicht möglich. Diese Funktion kann erst genutzt werden, nachdem die Konfiguration der Tabelle gespeichert wurde.";"**Enable Approval Workflow**  
Enabling the approval workflow is not possible when creating a table for the first time. This feature can only be used after the table configuration has been saved."
"active_for_front_end";"cms_language";"**Für Frontend freigeschaltet**

Wenn diese Option aktiviert ist und in der Portal- oder CMS-Konfiguration die feldbasierte Mehrsprachigkeit gewählt wurde, steht die entsprechende Sprache im Frontend zur Verfügung.

Ist die Option deaktiviert, kann die Sprache im Frontend nicht ausgewählt werden. Über den Button Inaktive Sprachen aktivieren im Portal kann die Sprache jedoch für die aktuelle Sitzung freigeschaltet werden.";"**Enabled for frontend**

If this option is enabled and field-based multilingualism is selected in the portal or CMS configuration, the corresponding language will be available in the frontend.

If the option is disabled, the language cannot be selected in the frontend. However, the language can be enabled for the current session via the ""Activate inactive languages"" button in the portal."
"value_vouchers";"shop_order";"**Gesamtwert der Gutscheine (gesponsert)**

Dies ist die Summe aller gesponserten Gutscheine, die wie Barmittel behandelt werden. Diese Gutscheine werden nach dem Abzug der Steuer verrechnet.";"**Total value of vouchers (sponsored)**

This is the sum of all sponsored vouchers, which are treated as cash equivalents. These vouchers are accounted for after deducting tax."
"value_total";"shop_order";"**Gesamtwert**

Der tatsächlich zu zahlende Betrag. Sämtliche Rabatte, Versandkosten und Zusatzgebühren sind hier bereits berücksichtigt.";"**Total Value**

The actual amount to be paid. All discounts, shipping costs, and additional fees are already included here."
"weight";"shop_search_field_weight";"**Gewichtung**  
Gibt an, wie stark dieses Feld bei der Suche berücksichtigt wird. Der Wert kann zwischen 0 und 1 liegen, wobei 1 die höchste Gewichtung darstellt. Ein höherer Wert sorgt dafür, dass Treffer in diesem Feld bei Suchanfragen als relevanter eingestuft werden.";"**Weighting**  
Indicates how strongly this field is considered in searches. The value can range from 0 to 1, with 1 representing the highest weighting. A higher value ensures that matches in this field are considered more relevant in search queries."
"shop_category_id";"shop_article";"**Hauptkategorie des Artikels**

Sie können optional eine Hauptkategorie für den Artikel auswählen. Wird keine Hauptkategorie festgelegt, übernimmt das System automatisch die erste dem Artikel zugeordnete Kategorie.

Bitte beachten Sie, dass Sie als Hauptkategorie nur eine der Kategorien auswählen sollten, die dem Artikel bereits über das Feld Produktkategorien zugewiesen wurden.";"**Main Category of the Article**

You can optionally select a main category for the article. If no main category is specified, the system will automatically use the first category assigned to the article.

Please note that you should only select one of the categories already assigned to the article via the Product Categories field as the main category."
"action_plugin_list";"cms_portal";"**Hier können Action-Plugins angegeben werden, die in der Seitenvorlage zur Verfügung stehen sollen.**

Public-Methoden der eingetragenen Klassen lassen sich über die Syntax

```plaintext
module_fnc[name]=>Methode
```

aufrufen. Beachten Sie, dass Modul-Spots mit gleichem Namen vorrangig behandelt werden.

Das Format für die Plugin-Angabe lautet:

```plaintext
name=Klasse
name2=Klasse
...
```

Bitte beachten Sie, dass die hier angegebenen Plugins durch eine aktive Seitendefinition überschrieben werden können.";"**Here you can specify action plugins that should be available in the page template.**

Public methods of the registered classes can be called using the syntax

```plaintext
module_fnc[name]=>Method
```

Please note that module spots with the same name take precedence.

The format for specifying the plugin is as follows:

```plaintext
name=Class
name2=Class
...
```

Please note that the plugins specified here can be overridden by an active page definition."
"max_value";"pkg_shop_listfilter_item";"**Höchster Wert**

Dies ist der maximale Wert, der ausgewählt werden kann.";"**Highest Value**

This is the maximum value that can be selected."
"name_internal";"shop_payment_method";"**Interner Name (System)**

Dieser Wert sollte nicht verändert werden, da das System ihn für die eindeutige Identifikation der einzelnen Zahlungsmethoden benötigt.";"**Internal Name (System)**

This value should not be changed, as the system requires it for the unique identification of each payment method."
"systemname";"cms_wizard_step";"**Interner Name**

Der interne Name identifiziert den Schritt eindeutig im System. Wird dieser Name geändert, ist es erforderlich, den zugehörigen Code entsprechend anzupassen, um die korrekte Zuordnung weiterhin zu gewährleisten.";"**Internal Name**

The internal name uniquely identifies the step within the system. If this name is changed, it is necessary to adapt the corresponding code accordingly to ensure correct assignment is maintained."
"ipn_group_identifier";"shop_payment_handler_group";"**IPN Identifier**

Die IPN-Adresse folgt immer diesem Format:

```plaintext
https://mydomain.tld/_api_pkgshopipn_[IPN Identifier][__order-cmsident]
```

Der Abschnitt `[__order-cmsident]` ist optional und kommt dann zum Einsatz, wenn die IPN für jede Bestellung über Chameleon individuell festgelegt werden kann.

Wird kein IPN Identifier eingetragen, verwendet das System stattdessen den Gruppennamen.";"**IPN Identifier**

The IPN address always follows this format:

```plaintext
https://mydomain.tld/_api_pkgshopipn_[IPN Identifier][__order-cmsident]
```

The section `[__order-cmsident]` is optional and is used when the IPN can be defined individually for each order via Chameleon.

If no IPN Identifier is entered, the system will use the group name instead."
"show_not_tanslated";"cms_portal";"**JA**  
Links, für die keine Übersetzung vorhanden ist, werden in der Standardsprache angezeigt.

**NEIN**  
Links ohne Übersetzung werden nicht angezeigt und ausgeblendet.";"**YES**  
Links for which no translation is available are displayed in the default language.

**NO**  
Links without a translation are not displayed and are hidden."
"shop_category_mlt";"shop_article_catalog_conf_default_order";"**Kategorien:**  
Für diese Kategorien gilt die alternative Standardsortierung. Dabei werden auch alle zugehörigen Unterkategorien automatisch berücksichtigt.";"**Categories:**  
The alternative default sorting applies to these categories. All associated subcategories are automatically taken into account as well."
"name";"cms_tbl_extension";"**Klassenname**

Gibt den Namen der Klasse an, die von TAdbTableName abgeleitet wird. Üblicherweise folgt dieser dem Format TTableName, wobei ""TableName"" dem Namen der zu erweiternden Tabelle entspricht.";"**Class Name**

Specifies the name of the class derived from TAdbTableName. This usually follows the format TTableName, where ""TableName"" corresponds to the name of the table to be extended."
"data_extranet_group_mlt";"data_extranet_user";"**Kundengruppen**

Hier sind die Kundengruppen angegeben, denen der Kunde angehört.

Wird der Kunde der Gruppe Vertriebspartner zugeordnet, sollten im Profil zusätzlich ein Salescode sowie das Beitrittsdatum hinterlegt werden.";"**Customer Groups**

Here, the customer groups to which the customer belongs are specified.

If the customer is assigned to the ""Sales Partner"" group, a sales code and the date of joining should also be recorded in the profile."
"description_short";"shop_article";"**Kurzbeschreibung**

Eine kurze Beschreibung des Artikels, die üblicherweise auch in der Artikelliste angezeigt wird.";"**Short Description**

A brief description of the item, which is usually also displayed in the item list."
"pkg_cms_theme_block_layout";"pkg_cms_theme_block";"**Layouts**

Dieses Feld beschreibt die verschiedenen Möglichkeiten, wie der Block dargestellt werden kann.";"**Layouts**

This field describes the different ways in which the block can be displayed."
"data_extranet_user_address";"data_extranet_user";"**Liefer- und Rechnungsadressen**

Hier können Sie Ihre Lieferadresse sowie Ihre Rechnungsadresse angeben. Sollten sich diese Adressen unterscheiden, tragen Sie bitte beide entsprechend ein. Dadurch wird eine korrekte Zustellung und Abrechnung Ihrer Bestellungen gewährleistet.";"**Shipping and Billing Addresses**

Here you can enter your shipping address as well as your billing address. If these addresses differ, please enter both accordingly. This ensures correct delivery and invoicing of your orders."
"positiv_list_loose_match";"shop_payment_method";"**Lose Positiv-Listen-Übereinstimmung verwenden**

Wenn diese Option aktiviert ist, reicht es aus, dass mindestens ein Artikel im Warenkorb mit den Vorgaben der jeweiligen Zahlungsmethode übereinstimmt, damit die Zahlungsmethode verfügbar wird.

Die Negativ-Liste bleibt davon unberührt: Befindet sich ein Artikel im Warenkorb, der auf der Negativ-Liste steht, wird die Zahlungsmethode unabhängig von anderen Treffern deaktiviert.";"**Use Loose Positive List Matching**

When this option is enabled, it is sufficient for at least one item in the shopping cart to match the criteria of the respective payment method for the payment method to be made available.

The negative list remains unaffected by this: If there is an item in the shopping cart that is on the negative list, the payment method will be deactivated regardless of any other matches."
"object_mail";"shop_order";"**Mail Objekt**

Falls die Bestellbestätigung nicht versendet werden konnte, wird hier das zugehörige Mail-Objekt gespeichert. Dadurch besteht die Möglichkeit, den Versand der E-Mail zu einem späteren Zeitpunkt erneut zu versuchen.

Außerdem wird dokumentiert, wie oft der Versand bereits versucht wurde.";"**Mail Object**

If the order confirmation could not be sent, the associated mail object will be saved here. This allows you to attempt sending the email again at a later time.

Additionally, it is recorded how many times the sending has already been attempted."
"mapper_config";"pkg_generic_table_export";"**Mapper Konfiguration**

Hier können verschiedene Mapper eingetragen werden. Verwenden Sie dazu folgendes Format:

```
Name,Ordnerpfad,Typ;Name,Ordnerpfad,Typ
```

Jeder Mapper-Eintrag besteht aus:

- einem Namen, zum Beispiel Mapper_1,
- einem Pfad zum Mapper, wie path/to/mapper,
- einem Typ, beispielsweise Core oder Customer.

Mehrere Mapper-Einträge werden mit einem Semikolon (;) voneinander getrennt.";"**Mapper Configuration**

Here you can enter various mappers. Use the following format:

```
Name,FolderPath,Type;Name,FolderPath,Type
```

Each mapper entry consists of:

- a name, for example Mapper_1,
- a path to the mapper, such as path/to/mapper,
- a type, for example Core or Customer.

Multiple mapper entries are separated by a semicolon (;)."
"message";"cms_message_manager_message";"**Meldung**

Die Meldung, die vom System angezeigt wird.

Innerhalb der Meldung können Platzhalter im folgenden Format verwendet werden:

```twig
[{name:formatierung}]
```

Für die Formatierung stehen folgende Optionen zur Verfügung:

- string
- date
- number

Bei der Option number kann zusätzlich die Anzahl der Nachkommastellen nach einem Doppelpunkt angegeben werden. Beispiel:

```twig
[{kosten:number:2}]
```

In diesem Beispiel wird die Variable kosten als Zahl mit zwei Nachkommastellen angezeigt.";"**Message**

The message displayed by the system.

Within the message, placeholders can be used in the following format:

```twig
[{name:formatting}]
```

The following options are available for formatting:

- string
- date
- number

For the number option, the number of decimal places can also be specified after a colon. Example:

```twig
[{cost:number:2}]
```

In this example, the variable cost is displayed as a number with two decimal places."
"message";"cms_message_manager_backend_message";"**Meldung**

Die Meldung, die vom System angezeigt wird. In der Meldung können Platzhalter im folgenden Format verwendet werden:

```twig
[{name:formatierung}]
```

Die Formatierung kann einen der folgenden Werte annehmen:

- string
- date
- number

Wird die Formatierung number verwendet, kann zusätzlich die Anzahl der Nachkommastellen angegeben werden. Dies geschieht, indem nach das Schlüsselwort number ein Doppelpunkt und die gewünschte Anzahl der Nachkommastellen ergänzt werden.

Beispiel:

```twig
[{kosten:number:2}]
```

Dieser Platzhalter formatiert die Variable kosten als Zahl mit zwei Nachkommastellen.";"**Message**

The message displayed by the system. Placeholders can be used in the message in the following format:

```twig
[{name:formatting}]
```

The formatting can have one of the following values:

- string
- date
- number

If the formatting number is used, the number of decimal places can also be specified. This is done by adding a colon and the desired number of decimal places after the keyword number.

Example:

```twig
[{cost:number:2}]
```

This placeholder formats the variable cost as a number with two decimal places."
"shop_user_notice_list";"data_extranet_user";"**Merkzettel**

Auf dem Merkzettel werden alle Artikel angezeigt, die der Kunde für eine spätere Ansicht gespeichert hat. So können interessante Produkte einfach gesammelt und bei Bedarf schnell wiedergefunden werden.";"**Wishlist**

The wishlist displays all items that the customer has saved for later viewing. This way, interesting products can be easily collected and quickly found again when needed."
"classname";"cms_tbl_list_class";"**Name der TCMSListManager-Klasse**, die für die Anzeige der Liste verwendet wird.

Standardmäßig wird im Core die Klasse TCMSListManagerFullGroupTable genutzt.";"**Name of the TCMSListManager class** used for displaying the list.

By default, the TCMSListManagerFullGroupTable class is used in the core."
"option_show_author_name";"pkg_shop_article_review_module_shop_article_review_configuration";"**Name des Autors**

Mit dieser Option wird festgelegt, wie der Autorenname bei verfassten Rezensionen angezeigt wird. Die Einstellung gilt nur, wenn Rezensionen von angemeldeten Benutzern erstellt werden dürfen.

Falls auch Rezensionen ohne Anmeldung möglich sind, erscheint beim Verfassen der Rezension ein Namensfeld. Wird dieses Feld leer gelassen, wird ""Anonym"" als Autorenname angezeigt.

Folgende Möglichkeiten stehen zur Auswahl:

- **Vorname und Nachname**: Der echte Vor- und Nachname des Benutzers wird als Autorenname angezeigt.
- **Aliasname**: Der bei der Registrierung angegebene Aliasname wird als Autorenname verwendet. Diese Option steht nur zur Verfügung, wenn die Angabe eines Aliasnamens bei der Registrierung verpflichtend ist.
- **Anonym**: Unabhängig von anderen Einstellungen wird immer ""Anonym"" als Autorenname angezeigt.
- **Eingegebener Name**: Ein zusätzliches Eingabefeld ermöglicht es dem Benutzer, einen Wunschnamen für die Rezension einzugeben. Wird dieses Feld nicht ausgefüllt, erscheint ebenfalls ""Anonym"" als Autorenname.";"**Author Name**

This option determines how the author's name is displayed for submitted reviews. The setting applies only if reviews may be created by registered users.

If reviews are also allowed without registration, a name field will appear when writing the review. If this field is left blank, ""Anonymous"" will be displayed as the author's name.

The following options are available:

- **First and Last Name**: The user's real first and last name are displayed as the author's name.
- **Alias Name**: The alias name provided during registration is used as the author's name. This option is only available if providing an alias name during registration is mandatory.
- **Anonymous**: Regardless of other settings, ""Anonymous"" will always be displayed as the author's name.
- **Entered Name**: An additional input field allows the user to enter any desired name for the review. If this field is not filled in, ""Anonymous"" will be displayed as the author's name."
"header_view";"pkg_generic_table_export";"**Name des zu verwendenden Twig-Templates für den Seiten-Header**

Gib hier den Namen des gewünschten Twig-Templates ohne die Endung .twig an. Der Header wird nur angezeigt, wenn eine Liste exportiert wird.";"**Name of the Twig template to use for the page header**

Enter the name of the desired Twig template here without the .twig extension. The header will only be displayed when a list is exported."
"name";"shop_article_type";"**Name**

Der Name des Artikeltyps, der angezeigt wird, zum Beispiel Buch, CD oder DVD.";"**Name**

The name of the item type that is displayed, for example book, CD, or DVD."
"cms_tree_id";"shop_system_page";"**Navigationspunkt**

Dieser Navigationspunkt gibt an, welchem Menüpunkt die Seite zugeordnet ist. So kann die Seite gezielt innerhalb der Navigation angezeigt und strukturiert werden.";"**Navigation item**

This navigation item specifies which menu item the page is assigned to. This allows the page to be displayed and structured specifically within the navigation."
"allow_write_review_loggedin_users_only";"pkg_shop_article_review_module_shop_article_review_configuration";"**Nur wenn diese Einstellung aktiviert ist, können ausschließlich angemeldete Benutzer Rezensionen oder Kommentare verfassen.**

Wird die Einstellung deaktiviert, dürfen alle Besucher, unabhängig von einer Anmeldung, Rezensionen oder Kommentare hinterlassen. In diesem Fall wird automatisch eine Anti-Spam-Maßnahme, wie beispielsweise eine Eingabeprüfung, aktiviert, um unerwünschte Beiträge zu verhindern.";"**Only when this setting is enabled, only registered users can write reviews or comments.**

If the setting is disabled, all visitorsregardless of registrationare allowed to leave reviews or comments. In this case, an anti-spam measure such as an input check is automatically activated to prevent unwanted posts."
